timestamp,kw_lengh,took_ms
1529767148,3,582
1529767149,3,181
1529767150,1,30
1529767151,1,29
1529767152,1,28
1529767154,1,446
1529767155,3,92
1529767156,2,224
1529767157,3,157
1529767158,1,266
1529767160,2,140
1529767161,1,29
1529767162,1,241
1529767163,3,274
1529767165,3,400
1529767166,2,57
1529767167,3,80
1529767168,3,73
1529767169,1,21
1529767170,1,500
1529767171,1,28
1529767173,1,147
1529767174,2,268
1529767175,3,57
1529767177,1,789
1529767178,3,541
1529767180,1,259
1529767181,3,159
1529767182,2,209
1529767183,1,39
1529767184,1,45
1529767185,3,171
1529767187,2,275
1529767188,2,51
1529767190,3,981
1529767191,1,357
1529767192,1,32
1529767194,2,347
1529767195,1,228
1529767196,1,96
1529767197,2,178
1529767198,1,72
1529767199,2,95
1529767201,2,545
1529767202,3,287
1529767204,3,554
1529767205,3,512
1529767206,1,30
1529767208,2,101
1529767209,2,157
1529767210,3,43
1529767211,1,425
1529767213,3,354
1529767214,3,203
1529767215,1,29
1529767216,3,201
1529767217,3,125
1529767219,1,363
1529767220,1,34
1529767221,1,35
1529767223,3,749
1529767224,2,105
1529767225,1,192
1529767226,2,117
1529767227,1,28
1529767228,2,49
1529767230,1,192
1529767231,1,239
1529767232,3,331
1529767233,1,30
1529767234,1,81
1529767236,3,595
1529767238,3,496
1529767239,2,466
1529767240,1,438
1529767242,2,56
1529767243,1,289
1529767244,3,365
1529767245,1,29
1529767247,2,309
1529767248,1,40
1529767249,3,410
1529767250,2,39
1529767252,1,268
1529767253,2,177
1529767254,1,258
1529767255,2,300
1529767257,2,271
1529767258,2,58
1529767259,3,335
1529767260,3,183
1529767261,1,128
1529767263,3,351
1529767264,1,650
1529767266,1,343
1529767267,3,287
1529767269,1,384
1529767270,2,104
1529767271,3,243
1529767272,2,191
1529767273,1,26
1529767274,1,30
1529767276,1,516
1529767277,3,313
1529767278,1,240
1529767280,2,58
1529767281,2,341
1529767283,3,703
1529767284,1,803
1529767286,3,170
1529767287,1,394
1529767288,1,31
1529767289,3,298
1529767291,3,219
1529767292,1,585
1529767293,3,88
1529767295,2,238
1529767296,2,54
1529767297,3,248
1529767298,3,100
1529767299,1,41
1529767301,1,160
1529767302,2,857
1529767305,3,1254
1529767306,2,116
1529767307,2,156
1529767309,3,477
1529767310,2,174
1529767311,2,71
1529767312,1,45
1529767313,1,25
1529767314,2,202
1529767316,2,630
1529767317,2,479
1529767319,2,362
1529767320,1,305
1529767321,3,186
1529767323,2,926
1529767325,3,494
1529767326,1,18
1529767327,1,283
1529767329,2,368
1529767330,2,178
1529767331,1,137
1529767332,2,65
1529767333,2,157
1529767335,4,582
1529767336,1,308
1529767337,2,159
1529767339,4,418
1529767340,1,21
1529767341,2,380
1529767343,2,456
1529767344,3,68
1529767345,2,156
1529767347,2,744
1529767348,3,453
1529767349,2,166
1529767351,2,64
1529767352,1,487
1529767353,2,337
1529767355,2,1004
1529767357,2,58
1529767358,2,661
1529767360,2,491
1529767361,1,27
1529767363,3,970
1529767364,1,60
1529767365,2,322
1529767367,2,322
1529767368,2,140
1529767369,2,265
1529767370,3,42
1529767371,1,38
1529767372,2,148
1529767374,2,578
1529767375,3,215
1529767376,3,195
1529767378,3,118
1529767379,2,264
1529767380,1,129
1529767381,4,235
1529767382,2,125
1529767383,2,76
1529767386,1,1053
1529767387,2,49
1529767388,1,31
1529767389,3,479
1529767390,3,62
1529767392,1,307
1529767393,2,96
1529767394,2,396
1529767396,1,568
1529767397,1,264
1529767398,2,406
1529767400,1,286
1529767401,1,267
1529767403,2,544
1529767404,3,422
1529767406,2,519
1529767407,3,327
1529767408,2,222
1529767410,2,477
1529767411,1,27
1529767413,3,1474
1529767415,3,427
1529767416,3,151
1529767417,3,273
1529767418,1,36
1529767420,1,276
1529767421,3,166
1529767422,4,72
1529767423,3,280
1529767424,3,255
1529767426,1,357
1529767427,3,200
1529767429,3,607
1529767430,3,285
1529767431,1,28
1529767432,1,124
1529767434,1,218
1529767435,3,165
1529767436,1,135
1529767437,1,138
1529767438,1,27
1529767439,1,14
1529767440,2,180
1529767442,3,422
1529767443,3,364
1529767444,1,29
1529767446,3,525
1529767447,3,301
1529767449,3,554
1529767450,3,192
1529767452,1,558
1529767453,1,573
1529767454,3,306
1529767456,3,387
1529767457,2,109
1529767458,3,158
1529767460,3,449
1529767461,3,225
1529767462,2,139
1529767463,3,310
1529767465,2,252
1529767466,2,696
1529767468,3,621
1529767469,2,249
1529767471,1,464
1529767472,1,165
1529767473,1,231
1529767475,2,362
1529767476,1,22
1529767477,3,445
1529767478,2,111
1529767480,1,251
1529767481,1,339
1529767482,1,27
1529767483,1,11
1529767485,3,407
1529767486,3,676
1529767488,3,382
1529767489,3,126
1529767490,1,25
1529767491,2,54
1529767492,2,45
1529767494,3,678
1529767495,4,362
1529767497,3,592
1529767498,2,62
1529767500,3,632
1529767501,3,514
1529767502,2,50
1529767503,3,74
1529767504,1,33
1529767505,3,138
1529767507,2,190
1529767508,2,40
1529767509,1,31
1529767510,3,461
1529767512,2,262
1529767513,1,209
1529767514,1,207
1529767516,2,510
1529767517,1,340
1529767518,3,384
1529767520,2,260
1529767521,3,254
1529767522,1,202
1529767524,2,303
1529767525,3,60
1529767526,2,235
1529767527,3,75
1529767528,1,331
1529767530,3,388
1529767531,1,434
1529767532,1,30
1529767533,2,54
1529767535,3,552
1529767536,1,28
1529767538,3,630
1529767539,2,62
1529767540,2,305
1529767543,3,1480
1529767544,3,61
1529767545,3,520
1529767547,3,587
1529767548,2,139
1529767549,3,437
1529767551,2,397
1529767552,3,182
1529767553,2,295
1529767555,2,390
1529767556,2,188
1529767557,2,364
1529767559,3,311
1529767560,2,189
1529767561,2,35
1529767562,1,344
1529767564,2,355
1529767565,2,558
1529767566,1,23
1529767568,1,239
1529767569,1,26
1529767570,1,90
1529767571,3,160
1529767572,1,27
1529767574,3,458
1529767575,1,32
1529767576,2,574
1529767578,2,419
1529767579,2,534
1529767580,3,199
1529767582,3,632
1529767583,3,312
1529767585,2,255
1529767586,1,28
1529767587,3,112
1529767588,2,304
1529767590,3,325
1529767591,3,393
1529767593,1,495
1529767594,1,33
1529767595,2,300
1529767596,3,309
1529767598,2,553
1529767599,2,30
1529767600,3,280
1529767602,3,296
1529767603,1,28
1529767604,1,291
1529767605,3,214
1529767606,2,173
1529767608,2,212
1529767609,1,273
1529767610,1,91
1529767611,4,71
1529767612,3,134
1529767614,2,850
1529767615,2,269
1529767617,2,234
1529767618,1,33
1529767619,1,149
1529767620,1,426
1529767621,2,45
1529767623,2,324
1529767624,1,213
1529767625,1,26
1529767626,1,48
1529767627,3,269
1529767629,3,151
1529767630,2,757
1529767632,3,538
1529767633,3,123
1529767635,3,564
1529767636,1,245
1529767638,2,546
1529767639,1,225
1529767640,1,309
1529767641,1,32
1529767643,3,617
1529767644,3,65
1529767645,2,171
1529767646,1,25
1529767648,3,355
1529767649,1,252
1529767651,3,245
1529767652,2,165
1529767653,1,212
1529767655,2,727
1529767656,3,231
1529767657,2,162
1529767659,4,361
1529767660,2,439
1529767661,3,224
1529767663,3,303
1529767664,3,377
1529767665,2,209
1529767667,3,354
1529767668,4,460
1529767670,3,440
1529767671,1,341
1529767672,1,51
1529767673,2,54
1529767674,2,57
1529767675,1,28
1529767677,3,350
1529767678,3,267
1529767679,1,33
1529767680,1,78
1529767681,1,28
1529767682,1,329
1529767684,3,447
1529767685,2,140
1529767687,3,430
1529767688,2,36
